Longitude,Latitude,Accident_Severity,Number_of_Casualties,Number_of_Vehicles,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Vehicle_Type,Sex_of_Driver,Age_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,DateTime
-2.175615,53.614134,Fatal,1,4,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,38,1596,11,2008-05-19 08:44:00
-2.175615,53.614134,Fatal,1,4,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,65,1905,10,2008-05-19 08:44:00
-2.175615,53.614134,Fatal,1,4,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,43,3179,3,2008-05-19 08:44:00
-2.161719,53.61694,Fatal,1,1,4,Dual carriageway,40,Daylight,Fine no high winds,Dry,Car,Female,26,998,7,2008-05-28 17:40:00
-2.147414,53.546399,Fatal,4,3,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,30,1910,2,2008-11-16 03:30:00
-2.147414,53.546399,Fatal,4,3,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,35,2993,1,2008-11-16 03:30:00
-2.147414,53.546399,Fatal,4,3,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,40,2497,7,2008-11-16 03:30:00
-2.115564,53.544007,Fatal,1,1,4,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,45,1896,3,2008-03-12 19:09:00
-2.404812,53.538883,Fatal,1,1,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,74,1994,20,2008-02-24 04:31:00
-2.287122,53.539943,Fatal,1,1,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,34,1769,13,2008-05-04 19:30:00
-2.156691,53.524635,Fatal,1,1,6,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,36,11705,2,2008-05-16 17:17:00
-2.296763,53.429629,Fatal,2,2,4,Slip road,70,Daylight,Fine no high winds,Dry,Car,Female,76,1119,14,2008-05-21 12:26:00
-2.296763,53.429629,Fatal,2,2,4,Slip road,70,Daylight,Fine no high winds,Dry,Car,Male,35,1997,4,2008-05-21 12:26:00
-2.699098,53.568896,Fatal,2,1,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,22,1598,5,2008-06-30 13:50:00
-2.23882,53.564049,Fatal,3,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,31,2967,1,2008-08-03 08:50:00
-2.23882,53.564049,Fatal,3,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,47,1242,6,2008-08-03 08:50:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,38,1390,8,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,47,-1,-1,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,45,1560,3,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,31,1600,18,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,31,2861,13,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,48,1598,2,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,49,1296,2,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,33,1396,8,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,19,1995,1,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,46,1753,11,2008-08-13 00:23:00
-2.160018,53.526967,Fatal,1,11,4,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,20,999,10,2008-08-13 00:23:00
-2.441524,53.092362,Fatal,1,1,3,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,21,1389,12,2008-01-01 22:13:00
-2.714538,53.319902,Fatal,1,1,3,Dual carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Female,33,1598,7,2008-01-08 18:54:00
-3.062751,53.310836,Fatal,2,1,4,Dual carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,85,2997,7,2008-01-09 15:24:00
-2.718038,53.295881,Fatal,1,1,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Goods vehicle,Male,34,2494,1,2008-01-13 17:20:00
-2.616136,53.387868,Fatal,3,1,2,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,26,1994,4,2008-01-14 21:45:00
-2.984091,53.264677,Fatal,1,4,5,Dual carriageway,50,Darkness - lights lit,Raining + high winds,Wet or damp,Car,Female,41,1360,6,2008-01-31 17:25:00
-2.984091,53.264677,Fatal,1,4,5,Dual carriageway,50,Darkness - lights lit,Raining + high winds,Wet or damp,Car,Female,40,1596,11,2008-01-31 17:25:00
-2.984091,53.264677,Fatal,1,4,5,Dual carriageway,50,Darkness - lights lit,Raining + high winds,Wet or damp,Car,Male,76,1991,8,2008-01-31 17:25:00
-2.984091,53.264677,Fatal,1,4,5,Dual carriageway,50,Darkness - lights lit,Raining + high winds,Wet or damp,Car,Male,27,2000,9,2008-01-31 17:25:00
-2.308476,53.280294,Fatal,2,2,6,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,24,2000,15,2008-02-01 22:55:00
-2.308476,53.280294,Fatal,2,2,6,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,46,1390,3,2008-02-01 22:55:00
-2.593126,53.419895,Fatal,1,1,6,Single carriageway,30,Darkness - lighting unknown,Fine no high winds,Dry,Car,Male,52,2435,7,2008-02-08 06:47:00
-2.398149,53.29477,Fatal,1,4,7,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Dry,Car,Female,40,2149,1,2008-03-01 18:07:00
-2.398149,53.29477,Fatal,1,4,7,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Dry,Car,Female,37,1560,1,2008-03-01 18:07:00
-2.398149,53.29477,Fatal,1,4,7,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Dry,Car,Male,41,1968,2,2008-03-01 18:07:00
-2.665001,53.320099,Fatal,3,2,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,54,-1,-1,2008-03-22 19:42:00
-2.960275,53.292468,Fatal,3,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,66,1360,5,2008-04-04 16:35:00
-2.579246,53.195508,Fatal,2,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,22,1124,3,2008-04-04 17:12:00
-2.579246,53.195508,Fatal,2,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,60,1868,7,2008-04-04 17:12:00
-2.484216,53.436027,Fatal,1,1,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,33,12130,5,2008-04-08 14:19:00
-2.481429,53.40251,Fatal,2,4,7,Single carriageway,50,Daylight,Fine no high winds,Frost or ice,Car,Male,56,2198,2,2008-04-12 17:35:00
-2.481429,53.40251,Fatal,2,4,7,Single carriageway,50,Daylight,Fine no high winds,Frost or ice,Car,Not known,51,1390,2,2008-04-12 17:35:00
-2.181284,53.171968,Fatal,2,3,1,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,22,1493,13,2008-04-20 19:30:00
-2.181284,53.171968,Fatal,2,3,1,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,28,1500,12,2008-04-20 19:30:00
-2.181284,53.171968,Fatal,2,3,1,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,33,1995,2,2008-04-20 19:30:00
-2.545561,53.418684,Fatal,4,4,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,31,2664,6,2008-04-21 14:23:00
-2.545561,53.418684,Fatal,4,4,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Female,26,-1,-1,2008-04-21 14:23:00
-2.545561,53.418684,Fatal,4,4,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,21,1995,3,2008-04-21 14:23:00
-2.388695,53.211833,Fatal,3,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Not known,44,12900,1,2008-05-02 00:49:00
-2.388695,53.211833,Fatal,3,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,40,-1,-1,2008-05-02 00:49:00
-2.388695,53.211833,Fatal,3,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,58,-1,-1,2008-05-02 00:49:00
-2.388695,53.211833,Fatal,3,4,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,45,11021,2,2008-05-02 00:49:00
-2.443785,53.065296,Fatal,2,4,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,38,1796,4,2008-05-03 15:45:00
-2.443785,53.065296,Fatal,2,4,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Not known,-1,1991,10,2008-05-03 15:45:00
-2.367639,53.35842,Fatal,5,3,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,43,1994,6,2008-05-04 03:05:00
-2.367639,53.35842,Fatal,5,3,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,38,2200,16,2008-05-04 03:05:00
-2.367639,53.35842,Fatal,5,3,1,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,36,2231,-1,2008-05-04 03:05:00
-2.43245,53.318921,Fatal,1,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,49,1753,1,2008-05-18 10:50:00
-2.43245,53.318921,Fatal,1,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,50,12777,-1,2008-05-18 10:50:00
-2.361914,53.072225,Fatal,6,3,4,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Goods vehicle,Male,29,6870,8,2008-05-28 10:34:00
-2.361914,53.072225,Fatal,6,3,4,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Male,27,1199,4,2008-05-28 10:34:00
-2.361914,53.072225,Fatal,6,3,4,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Goods vehicle,Male,48,2198,1,2008-05-28 10:34:00
-2.534939,53.291629,Fatal,2,1,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,47,2830,14,2008-06-28 13:28:00
-2.463308,53.271164,Fatal,1,2,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,33,1998,12,2008-07-01 19:17:00
-2.463308,53.271164,Fatal,1,2,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Female,12,-1,-1,2008-07-01 19:17:00
-2.244093,53.351905,Fatal,1,1,4,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,89,1348,6,2008-07-02 00:01:00
-2.235232,53.161267,Fatal,3,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,22,1388,10,2008-07-06 01:27:00
-2.235232,53.161267,Fatal,3,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Female,29,-1,-1,2008-07-06 01:27:00
-2.567033,53.256783,Fatal,2,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,33,2401,1,2008-07-13 03:07:00
-2.665938,53.447737,Fatal,5,3,1,Single carriageway,50,Daylight,Fine no high winds,Dry,Car,Male,48,1043,12,2008-07-13 16:46:00
-2.94477,53.283333,Fatal,1,1,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,41,1975,7,2008-07-26 12:07:00
-2.447265,53.113106,Fatal,1,1,1,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,29,1389,9,2008-08-10 00:40:00
-2.739585,53.370628,Fatal,3,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,20,2498,9,2008-08-21 09:49:00
-2.739585,53.370628,Fatal,3,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,49,1988,10,2008-08-21 09:49:00
-2.739585,53.370628,Fatal,3,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,31,1686,-1,2008-08-21 09:49:00
-2.739585,53.370628,Fatal,3,4,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,45,1242,1,2008-08-21 09:49:00
-2.509612,53.079236,Fatal,2,2,7,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,19,1396,13,2008-08-30 23:26:00
-2.509612,53.079236,Fatal,2,2,7,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Car,Male,42,1905,11,2008-08-30 23:26:00
-2.514485,53.349787,Fatal,1,2,3,Slip road,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,51,2996,10,2008-09-02 22:19:00
-2.514485,53.349787,Fatal,1,2,3,Slip road,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,55,998,10,2008-09-02 22:19:00
-2.366234,53.071223,Fatal,2,2,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,38,1596,-1,2008-09-08 03:31:00
-2.366234,53.071223,Fatal,2,2,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Goods vehicle,Male,39,12130,3,2008-09-08 03:31:00
-2.566385,53.389193,Fatal,4,4,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,35,2720,2,2008-09-27 10:52:00
-2.566385,53.389193,Fatal,4,4,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Female,43,-1,-1,2008-09-27 10:52:00
-2.566385,53.389193,Fatal,4,4,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,46,-1,-1,2008-09-27 10:52:00
-2.566385,53.389193,Fatal,4,4,7,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,36,1360,9,2008-09-27 10:52:00
-2.438801,53.088867,Fatal,1,2,4,Single carriageway,20,Daylight,Fine no high winds,Dry,Car,Not known,-1,1995,3,2008-09-17 13:25:00
-2.813363,53.251132,Fatal,2,1,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,19,1422,-1,2008-10-08 20:19:00
-2.347229,53.139329,Fatal,2,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,79,1397,6,2008-10-12 14:58:00
-2.347229,53.139329,Fatal,2,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,40,1998,11,2008-10-12 14:58:00
-2.718675,53.369587,Fatal,1,2,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Goods vehicle,Male,38,2402,2,2008-10-13 23:14:00
-2.24098,53.146063,Fatal,2,2,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,35,1596,7,2008-10-15 18:47:00
-2.24098,53.146063,Fatal,2,2,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,62,2179,1,2008-10-15 18:47:00
-2.337013,53.113739,Fatal,6,5,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,58,-1,-1,2008-10-20 22:34:00
-2.337013,53.113739,Fatal,6,5,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,41,12600,4,2008-10-20 22:34:00
-2.337013,53.113739,Fatal,6,5,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,65,12777,1,2008-10-20 22:34:00
-2.337013,53.113739,Fatal,6,5,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,33,2438,17,2008-10-20 22:34:00
-2.337013,53.113739,Fatal,6,5,2,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,46,-1,-1,2008-10-20 22:34:00
-2.771412,53.026766,Fatal,1,1,3,Single carriageway,60,Darkness - no lighting,Unknown,Wet or damp,Car,Female,17,1199,7,2008-10-21 07:27:00
-2.862129,53.149389,Fatal,2,2,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Female,23,1396,6,2008-10-22 03:38:00
-2.862129,53.149389,Fatal,2,2,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,18,1998,9,2008-10-22 03:38:00
-2.738553,53.284878,Fatal,2,1,4,Single carriageway,60,Darkness - lights lit,Other,Frost or ice,Car,Female,19,-1,-1,2008-10-29 01:30:00
-2.856872,53.193295,Fatal,1,2,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Pedal cycle,Male,12,-1,-1,2008-10-31 17:38:00
-2.522118,53.199727,Fatal,3,2,5,Single carriageway,40,Daylight,Fine no high winds,Wet or damp,Car,Male,58,1781,10,2008-11-06 15:55:00
-2.522118,53.199727,Fatal,3,2,5,Single carriageway,40,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,37,2496,10,2008-11-06 15:55:00
-2.235051,53.292147,Fatal,2,2,5,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Car,Female,74,1299,8,2008-11-06 18:30:00
-2.235051,53.292147,Fatal,2,2,5,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Car,Male,28,1493,13,2008-11-06 18:30:00
-2.969889,53.253287,Fatal,2,2,4,Single carriageway,50,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,28,2962,10,2008-11-26 03:20:00
-2.969889,53.253287,Fatal,2,2,4,Single carriageway,50,Darkness - lights lit,Fine no high winds,Wet or damp,Goods vehicle,Male,34,-1,-1,2008-11-26 03:20:00
-2.490083,53.435733,Fatal,3,3,4,Dual carriageway,70,Daylight,Fine no high winds,Wet or damp,Car,Female,19,-1,-1,2008-12-03 10:35:00
-2.490083,53.435733,Fatal,3,3,4,Dual carriageway,70,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,38,-1,-1,2008-12-03 10:35:00
-2.490083,53.435733,Fatal,3,3,4,Dual carriageway,70,Daylight,Fine no high winds,Wet or damp,Car,Male,50,-1,-1,2008-12-03 10:35:00
-2.356446,53.259396,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,60,1360,1,2008-12-25 12:57:00
-2.356446,53.259396,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,67,1596,-1,2008-12-25 12:57:00
-1.504558,55.013486,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Not known,-1,-1,-1,2008-01-18 07:46:00
-1.504558,55.013486,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Pedal cycle,Male,23,-1,-1,2008-01-18 07:46:00
-1.460169,54.918579,Fatal,1,2,2,Dual carriageway,70,Darkness - no lighting,Unknown,Wet or damp,Car,Not known,-1,-1,-1,2008-01-21 22:11:00
-1.460169,54.918579,Fatal,1,2,2,Dual carriageway,70,Darkness - no lighting,Unknown,Wet or damp,Car,Male,22,1753,12,2008-01-21 22:11:00
-1.536599,55.001391,Fatal,2,1,7,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,28,1796,12,2008-01-19 23:00:00
-1.534636,54.941353,Fatal,1,1,1,Single carriageway,40,Daylight,Fine + high winds,Dry,Car,Male,82,1753,8,2008-01-27 09:48:00
-1.748439,55.04964,Fatal,1,1,3,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Female,77,1339,4,2008-02-05 14:55:00
-1.614265,54.988272,Fatal,1,1,1,Dual carriageway,50,Darkness - lights lit,Fine no high winds,Dry,Car,Male,46,1896,6,2008-02-03 04:16:00
-1.615707,54.902815,Fatal,1,1,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,29,1796,6,2008-02-07 15:55:00
-2.2494,55.26693,Fatal,2,2,1,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Car,Male,36,1240,3,2008-03-02 07:00:00
-2.2494,55.26693,Fatal,2,2,1,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Goods vehicle,Male,46,-1,-1,2008-03-02 07:00:00
-1.479448,55.008259,Fatal,1,1,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,1910,2,2008-03-29 02:10:00
-1.682654,54.996198,Fatal,1,1,1,Roundabout,30,Daylight,Fine no high winds,Dry,Car,Male,20,1341,12,2008-04-20 18:00:00
-1.485821,54.962365,Fatal,2,1,1,Dual carriageway,70,Darkness - lights lit,Fine no high winds,Dry,Car,Female,23,-1,-1,2008-05-11 00:34:00
-1.368918,54.937461,Fatal,1,1,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,71,1598,3,2008-05-09 10:29:00
-1.663833,54.985094,Fatal,2,2,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,73,2496,8,2008-05-15 21:28:00
-1.663833,54.985094,Fatal,2,2,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,62,-1,-1,2008-05-15 21:28:00
-1.693113,54.977533,Fatal,2,1,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,2401,2,2008-05-19 23:20:00
-1.793717,55.071562,Fatal,4,3,2,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,43,1998,3,2008-06-23 13:46:00
-1.793717,55.071562,Fatal,4,3,2,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,48,11705,4,2008-06-23 13:46:00
-1.793717,55.071562,Fatal,4,3,2,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,49,1686,4,2008-06-23 13:46:00
-2.031985,55.553556,Fatal,2,1,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,19,1581,8,2008-06-20 20:26:00
-1.635457,55.029675,Fatal,2,2,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,68,2685,5,2008-08-11 17:58:00
-1.635457,55.029675,Fatal,2,2,2,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,48,6174,5,2008-08-11 17:58:00
-1.688896,54.957123,Fatal,1,1,5,Dual carriageway,70,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,41,1242,4,2008-08-14 01:30:00
-2.354618,54.976594,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,27,-1,-1,2008-08-07 09:55:00
-2.354618,54.976594,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,48,12580,3,2008-08-07 09:55:00
-1.660703,55.096785,Fatal,2,2,1,Slip road,60,Daylight,Fine no high winds,Dry,Car,Male,88,1242,6,2008-09-07 13:35:00
-1.660703,55.096785,Fatal,2,2,1,Slip road,60,Daylight,Fine no high winds,Dry,Car,Female,43,1598,8,2008-09-07 13:35:00
-1.562137,54.967516,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,23,1598,3,2008-09-12 04:55:00
-1.576193,55.160413,Fatal,4,5,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,44,1994,9,2008-09-21 03:13:00
-1.576193,55.160413,Fatal,4,5,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,44,2494,9,2008-09-21 03:13:00
-1.576193,55.160413,Fatal,4,5,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,38,1753,8,2008-09-21 03:13:00
-1.576193,55.160413,Fatal,4,5,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,-1,1364,1,2008-09-21 03:13:00
-1.576193,55.160413,Fatal,4,5,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,-1,1461,-1,2008-09-21 03:13:00
-1.802488,55.57847,Fatal,2,3,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,40,-1,-1,2008-10-03 11:47:00
