Longitude,Latitude,Number_of_Casualties,Number_of_Vehicles,Speed_limit,Weather_Conditions,Vehicle_Type,DateTime
-2.239484,52.172012,1,2,30,Fine no high winds,Car,2007-11-22 17:25:00
-1.911709,52.140844,3,3,60,Raining no high winds,Car,2007-11-25 16:30:00
-1.911709,52.140844,3,3,60,Raining no high winds,Car,2007-11-25 16:30:00
-1.911709,52.140844,3,3,60,Raining no high winds,Car,2007-11-25 16:30:00
-1.894727,52.092281,1,2,30,Raining no high winds,Goods vehicle,2007-12-08 08:05:00
-1.894727,52.092281,1,2,30,Raining no high winds,Pedal cycle,2007-12-08 08:05:00
-2.222827,52.233,1,4,70,Fine no high winds,Car,2007-12-13 18:30:00
-2.222827,52.233,1,4,70,Fine no high winds,Car,2007-12-13 18:30:00
-2.222827,52.233,1,4,70,Fine no high winds,Car,2007-12-13 18:30:00
-2.222827,52.233,1,4,70,Fine no high winds,Car,2007-12-13 18:30:00
-2.234376,52.368284,1,2,30,Fine no high winds,Car,2007-01-29 07:00:00
-2.321312,52.366641,1,3,60,Fine no high winds,Car,2007-04-18 18:15:00
-2.321312,52.366641,1,3,60,Fine no high winds,Car,2007-04-18 18:15:00
-2.321312,52.366641,1,3,60,Fine no high winds,Pedal cycle,2007-04-18 18:15:00
-2.218619,52.419379,1,2,60,Fine no high winds,Car,2007-07-21 11:42:00
-2.218619,52.419379,1,2,60,Fine no high winds,Car,2007-07-21 11:42:00
-2.221632,52.40445,2,2,60,Fine no high winds,Car,2007-08-20 22:20:00
-2.212764,52.394397,3,2,70,Fine no high winds,Car,2007-10-28 12:15:00
-2.212764,52.394397,3,2,70,Fine no high winds,Car,2007-10-28 12:15:00
-2.245094,52.394244,1,1,30,Fine no high winds,Goods vehicle,2007-11-01 18:40:00
-2.006583,52.4114,5,3,60,Fine no high winds,Car,2007-04-28 17:32:00
-2.006583,52.4114,5,3,60,Fine no high winds,Car,2007-04-28 17:32:00
-2.006583,52.4114,5,3,60,Fine no high winds,Car,2007-04-28 17:32:00
-1.890131,52.29924,3,1,40,Fine no high winds,Car,2007-05-04 23:52:00
-2.772856,52.286423,1,2,60,Fine no high winds,Car,2007-02-01 17:50:00
-2.772856,52.286423,1,2,60,Fine no high winds,Car,2007-02-01 17:50:00
-2.696383,52.299216,3,2,60,Fine + high winds,Goods vehicle,2007-01-18 13:38:00
-2.696383,52.299216,3,2,60,Fine + high winds,Car,2007-01-18 13:38:00
-2.572098,52.065405,1,1,60,Fine no high winds,Car,2007-03-12 14:45:00
-2.911027,52.139517,1,2,60,Fine no high winds,Car,2007-06-15 17:20:00
-2.911027,52.139517,1,2,60,Fine no high winds,Car,2007-06-15 17:20:00
-2.65853,51.851776,2,1,70,Fine no high winds,Car,2007-08-11 17:25:00
-2.720519,52.042024,1,1,30,Fine no high winds,Car,2007-08-11 15:19:00
-2.608548,51.913544,1,3,70,Fine no high winds,Car,2007-08-20 21:50:00
-2.608548,51.913544,1,3,70,Fine no high winds,Car,2007-08-20 21:50:00
-2.990603,52.130154,2,4,60,Fine no high winds,Car,2007-09-29 10:30:00
-2.990603,52.130154,2,4,60,Fine no high winds,Car,2007-09-29 10:30:00
-2.990603,52.130154,2,4,60,Fine no high winds,Car,2007-09-29 10:30:00
-2.990603,52.130154,2,4,60,Fine no high winds,Car,2007-09-29 10:30:00
-2.456852,52.050894,3,3,60,Fine no high winds,Car,2007-10-01 16:20:00
-2.456852,52.050894,3,3,60,Fine no high winds,Car,2007-10-01 16:20:00
-2.456852,52.050894,3,3,60,Fine no high winds,Goods vehicle,2007-10-01 16:20:00
-2.631865,52.310008,1,3,60,Fine no high winds,Car,2007-10-18 19:38:00
-2.615923,51.910629,1,1,70,Raining + high winds,Car,2007-10-28 02:05:00
-2.95669,52.204249,3,2,60,Fine no high winds,Car,2007-10-20 17:00:00
-2.95669,52.204249,3,2,60,Fine no high winds,Car,2007-10-20 17:00:00
-2.453168,52.119148,1,2,60,Fine no high winds,Car,2007-11-13 19:20:00
-2.453168,52.119148,1,2,60,Fine no high winds,Goods vehicle,2007-11-13 19:20:00
-2.729293,52.097354,4,2,60,Fine no high winds,Car,2007-11-18 11:25:00
-2.729293,52.097354,4,2,60,Fine no high winds,Car,2007-11-18 11:25:00
-2.586109,51.909702,1,1,30,Fine no high winds,Car,2007-11-17 17:26:00
-2.730959,52.002759,1,2,60,Fine no high winds,Car,2007-11-29 19:10:00
-2.730959,52.002759,1,2,60,Fine no high winds,Goods vehicle,2007-11-29 19:10:00
-2.530947,52.187153,3,2,60,Fine no high winds,Car,2007-12-18 19:40:00
-2.530947,52.187153,3,2,60,Fine no high winds,Car,2007-12-18 19:40:00
-3.101175,52.08188,2,2,60,Fine no high winds,Car,2007-12-22 13:43:00
-3.101175,52.08188,2,2,60,Fine no high winds,Car,2007-12-22 13:43:00
-2.660692,52.913715,1,2,60,Fine no high winds,Goods vehicle,2007-01-02 08:45:00
-2.660692,52.913715,1,2,60,Fine no high winds,Car,2007-01-02 08:45:00
-2.422127,52.542623,1,2,60,Raining + high winds,Car,2007-01-18 05:47:00
-2.422127,52.542623,1,2,60,Raining + high winds,Car,2007-01-18 05:47:00
-2.477191,52.602827,3,3,60,Raining no high winds,Car,2007-01-24 17:41:00
-2.477191,52.602827,3,3,60,Raining no high winds,Car,2007-01-24 17:41:00
-2.477191,52.602827,3,3,60,Raining no high winds,Car,2007-01-24 17:41:00
-2.81207,52.809574,3,1,60,Fine no high winds,Car,2007-02-04 18:10:00
-2.345815,52.513832,2,2,60,Fine no high winds,Goods vehicle,2007-03-17 14:40:00
-2.559681,52.83018,1,2,60,Fine no high winds,Goods vehicle,2007-05-09 05:30:00
-2.559681,52.83018,1,2,60,Fine no high winds,Car,2007-05-09 05:30:00
-2.37392,52.526513,4,2,60,Fine no high winds,Car,2007-05-20 15:10:00
-2.552556,52.87696,2,2,60,Fine no high winds,Car,2007-05-29 11:15:00
-2.552556,52.87696,2,2,60,Fine no high winds,Goods vehicle,2007-05-29 11:15:00
-3.052631,52.861534,2,1,30,Fine no high winds,Car,2007-06-04 11:15:00
-2.838014,52.630941,1,2,60,Raining no high winds,Car,2007-06-30 18:15:00
-2.391843,52.453455,1,1,30,Fine no high winds,Pedal cycle,2007-07-16 16:46:00
-2.828353,52.46343,2,4,60,Fine no high winds,Car,2007-07-25 14:40:00
-2.828353,52.46343,2,4,60,Fine no high winds,Car,2007-07-25 14:40:00
-2.828353,52.46343,2,4,60,Fine no high winds,Car,2007-07-25 14:40:00
-2.828353,52.46343,2,4,60,Fine no high winds,Car,2007-07-25 14:40:00
-2.81795,52.52158,2,3,60,Fine no high winds,Car,2007-07-25 18:12:00
-2.81795,52.52158,2,3,60,Fine no high winds,Car,2007-07-25 18:12:00
-2.81795,52.52158,2,3,60,Fine no high winds,Goods vehicle,2007-07-25 18:12:00
-2.727473,52.727595,1,2,30,Fine no high winds,Goods vehicle,2007-08-08 13:39:00
-2.727473,52.727595,1,2,30,Fine no high winds,Car,2007-08-08 13:39:00
-2.413674,52.49042,1,1,40,Raining no high winds,Car,2007-08-12 02:35:00
-2.342244,52.509438,1,2,60,Fine no high winds,Car,2007-09-16 12:15:00
-2.258525,52.630027,2,2,60,Fine no high winds,Car,2007-10-11 16:35:00
-2.750891,52.80638,1,1,60,Fine no high winds,Car,2007-10-13 02:35:00
-2.429208,52.376368,1,1,60,Fine no high winds,Car,2007-10-19 23:30:00
-2.733093,52.382066,1,1,60,Fine no high winds,Car,2007-10-30 18:53:00
-2.418475,52.530679,1,1,30,Fine no high winds,Pedal cycle,2007-09-15 14:25:00
-2.806303,52.714319,1,1,30,Fine no high winds,Car,2007-11-21 18:10:00
-2.43935,52.37696,1,1,60,Fine no high winds,Car,2007-11-12 18:55:00
-2.820742,52.726447,2,1,60,Raining + high winds,Car,2007-12-09 22:45:00
-2.653788,52.741419,1,2,60,Fine no high winds,Car,2007-01-15 11:15:00
-2.337939,52.735368,1,2,60,Fine no high winds,Goods vehicle,2007-03-09 17:20:00
-2.337939,52.735368,1,2,60,Fine no high winds,Car,2007-03-09 17:20:00
-2.553021,52.784903,2,2,60,Fine no high winds,Car,2007-05-03 21:34:00
-2.434951,52.646501,1,2,60,Fine no high winds,Car,2007-05-07 06:10:00
-2.434951,52.646501,1,2,60,Fine no high winds,Car,2007-05-07 06:10:00
-1.60687,52.010934,1,2,60,Fine no high winds,Car,2007-01-23 08:50:00
-1.60687,52.010934,1,2,60,Fine no high winds,Goods vehicle,2007-01-23 08:50:00
-1.733721,52.338279,1,1,40,Fine no high winds,Car,2007-03-19 20:15:00
-1.781241,52.226175,1,1,60,Raining no high winds,Car,2007-05-10 15:59:00
-1.519053,52.278442,1,2,30,Fine no high winds,Car,2007-05-12 06:05:00
-1.519053,52.278442,1,2,30,Fine no high winds,Car,2007-05-12 06:05:00
-1.611084,52.196787,4,2,60,Fine no high winds,Car,2007-05-26 10:18:00
-1.611084,52.196787,4,2,60,Fine no high winds,Car,2007-05-26 10:18:00
-1.619593,52.039657,1,2,60,Fine no high winds,Car,2007-06-01 12:30:00
-1.909818,52.208902,3,3,60,Fine no high winds,Car,2007-07-07 15:28:00
-1.909818,52.208902,3,3,60,Fine no high winds,Car,2007-07-07 15:28:00
-1.909818,52.208902,3,3,60,Fine no high winds,Car,2007-07-07 15:28:00
-1.769193,52.347344,1,3,60,Raining no high winds,Car,2007-07-16 19:45:00
-1.769193,52.347344,1,3,60,Raining no high winds,Car,2007-07-16 19:45:00
-1.769193,52.347344,1,3,60,Raining no high winds,Car,2007-07-16 19:45:00
-1.742822,52.135382,3,3,60,Raining no high winds,Car,2007-08-02 08:16:00
-1.742822,52.135382,3,3,60,Raining no high winds,Car,2007-08-02 08:16:00
-1.665133,52.28596,2,2,70,Fine no high winds,Car,2007-08-27 19:45:00
-1.665133,52.28596,2,2,70,Fine no high winds,Car,2007-08-27 19:45:00
-1.878649,52.208065,1,1,60,Fine no high winds,Car,2007-11-17 14:43:00
-1.533002,52.317967,1,2,60,Fine no high winds,Car,2007-11-23 08:40:00
-1.533002,52.317967,1,2,60,Fine no high winds,Car,2007-11-23 08:40:00
-1.390986,52.264725,2,1,60,Fine no high winds,Car,2007-12-04 05:25:00
-1.810733,52.176598,2,1,60,Fine no high winds,Car,2007-12-18 03:30:00
-1.485139,52.245214,1,3,60,Fine no high winds,Car,2007-12-21 07:25:00
-1.485139,52.245214,1,3,60,Fine no high winds,Goods vehicle,2007-12-21 07:25:00
-1.485139,52.245214,1,3,60,Fine no high winds,Car,2007-12-21 07:25:00
-1.442878,52.508262,1,2,40,Fine no high winds,Car,2007-02-04 03:40:00
-1.442878,52.508262,1,2,40,Fine no high winds,Car,2007-02-04 03:40:00
-1.333678,52.431639,5,3,70,Fine no high winds,Goods vehicle,2007-02-18 02:35:00
-1.333678,52.431639,5,3,70,Fine no high winds,Car,2007-02-18 02:35:00
-1.333678,52.431639,5,3,70,Fine no high winds,Car,2007-02-18 02:35:00
-1.370478,52.512214,1,1,70,Fine no high winds,Goods vehicle,2007-05-01 17:24:00
-1.244804,52.40782,1,3,70,Fine no high winds,Car,2007-05-09 04:50:00
-1.244804,52.40782,1,3,70,Fine no high winds,Goods vehicle,2007-05-09 04:50:00
-1.244804,52.40782,1,3,70,Fine no high winds,Goods vehicle,2007-05-09 04:50:00
-1.603293,52.594224,2,1,50,Fine no high winds,Car,2007-05-26 10:15:00
-1.480067,52.553202,3,2,60,Fine no high winds,Car,2007-05-31 16:20:00
-1.615167,52.637505,6,2,60,Fine no high winds,Car,2007-06-06 20:10:00
-1.615167,52.637505,6,2,60,Fine no high winds,Car,2007-06-06 20:10:00
-1.693063,52.571296,1,1,70,Raining no high winds,Car,2007-06-18 02:21:00
-1.246011,52.371506,3,1,30,Fine no high winds,Car,2007-06-29 23:49:00
-1.419812,52.436049,2,2,70,Raining no high winds,Car,2007-07-05 16:35:00
-1.419812,52.436049,2,2,70,Raining no high winds,Car,2007-07-05 16:35:00
-1.293745,52.417832,1,2,70,Fine no high winds,Goods vehicle,2007-07-10 12:45:00
-1.293745,52.417832,1,2,70,Fine no high winds,Car,2007-07-10 12:45:00
-1.750941,52.56469,1,1,60,Fine no high winds,Car,2007-08-16 10:45:00
-1.375083,52.509541,2,1,70,Fine no high winds,Car,2007-08-23 01:00:00
-1.277377,52.366667,1,1,30,Raining no high winds,Car,2007-10-03 06:20:00
-1.55567,52.471429,1,2,70,Fine no high winds,Car,2007-11-02 17:37:00
-1.55567,52.471429,1,2,70,Fine no high winds,Car,2007-11-02 17:37:00
-1.549095,52.509793,1,1,60,Fine no high winds,Car,2007-11-03 18:45:00
-1.426404,52.48346,1,1,30,Fine no high winds,Car,2007-12-30 18:46:00
-1.488348,52.993828,4,2,30,Fine no high winds,Car,2007-01-21 06:05:00
-1.488348,52.993828,4,2,30,Fine no high winds,Car,2007-01-21 06:05:00
-1.293379,52.926486,1,2,30,Fine no high winds,Car,2007-03-13 16:30:00
-1.293379,52.926486,1,2,30,Fine no high winds,Car,2007-03-13 16:30:00
-1.360606,53.058383,3,1,60,Fine no high winds,Car,2007-03-24 05:20:00
-1.504164,53.0828,1,2,50,Fine no high winds,Car,2007-05-20 16:53:00
-1.554827,52.976386,2,2,60,Fine no high winds,Car,2007-06-21 22:00:00
-1.554827,52.976386,2,2,60,Fine no high winds,Car,2007-06-21 22:00:00
-1.336799,52.956761,1,1,60,Fine no high winds,Car,2007-06-23 00:29:00
-1.449971,53.047593,2,1,30,Fine no high winds,Car,2007-07-19 15:00:00
-1.484363,52.978169,2,2,40,Fine no high winds,Car,2007-08-25 05:20:00
-1.484363,52.978169,2,2,40,Fine no high winds,Goods vehicle,2007-08-25 05:20:00
-1.499335,52.984256,1,2,40,Fine no high winds,Car,2007-09-09 17:42:00
-1.371978,52.912364,2,3,70,Fine no high winds,Car,2007-12-07 15:27:00
-1.371978,52.912364,2,3,70,Fine no high winds,Car,2007-12-07 15:27:00
-1.371978,52.912364,2,3,70,Fine no high winds,Goods vehicle,2007-12-07 15:27:00
-1.36173,52.9115,2,1,70,Fog or mist,Car,2007-12-22 02:40:00
-1.526388,53.152647,4,2,60,Fine + high winds,Car,2007-01-28 09:03:00
-1.526388,53.152647,4,2,60,Fine + high winds,Car,2007-01-28 09:03:00
-1.593997,53.245754,3,3,60,Fine no high winds,Car,2007-02-17 11:36:00
-1.593997,53.245754,3,3,60,Fine no high winds,Car,2007-02-17 11:36:00
-1.675006,53.333375,1,1,60,Fine no high winds,Car,2007-03-10 22:40:00
-1.952464,53.243649,1,2,60,Fine no high winds,Car,2007-04-04 18:50:00
-1.751606,53.071887,1,3,60,Fine no high winds,Car,2007-04-08 11:55:00
-1.760011,53.143998,1,3,60,Fine no high winds,Car,2007-04-29 08:25:00
-1.760011,53.143998,1,3,60,Fine no high winds,Goods vehicle,2007-04-29 08:25:00
-1.760011,53.143998,1,3,60,Fine no high winds,Car,2007-04-29 08:25:00
-1.805737,53.248354,2,1,60,Raining no high winds,Car,2007-07-03 15:05:00
-1.953927,53.276639,1,2,50,Fine no high winds,Car,2007-07-24 21:20:00
-1.672119,52.984588,1,2,50,Raining no high winds,Car,2007-08-06 18:44:00
-1.672119,52.984588,1,2,50,Raining no high winds,Goods vehicle,2007-08-06 18:44:00
-1.755096,53.140842,7,2,60,Fine no high winds,Car,2007-08-12 15:40:00
-1.755096,53.140842,7,2,60,Fine no high winds,Car,2007-08-12 15:40:00
-1.774866,53.162275,1,2,60,Fine no high winds,Car,2007-10-04 12:10:00
-1.774866,53.162275,1,2,60,Fine no high winds,Car,2007-10-04 12:10:00
-1.77148,53.264744,1,1,60,Raining no high winds,Car,2007-10-14 10:20:00
-1.602016,52.96244,3,2,50,Fine no high winds,Car,2007-11-27 21:39:00
-1.602016,52.96244,3,2,50,Fine no high winds,Car,2007-11-27 21:39:00
-1.307443,53.191218,1,2,40,Fine no high winds,Goods vehicle,2007-02-14 13:40:00
-1.307443,53.191218,1,2,40,Fine no high winds,Car,2007-02-14 13:40:00
-1.352715,53.17655,2,2,60,Fine no high winds,Car,2007-04-12 08:20:00
-1.352715,53.17655,2,2,60,Fine no high winds,Car,2007-04-12 08:20:00
-1.416399,53.246725,1,2,40,Raining + high winds,Goods vehicle,2007-06-25 16:10:00
-1.416399,53.246725,1,2,40,Raining + high winds,Pedal cycle,2007-06-25 16:10:00
-1.517761,53.295269,1,1,30,Fine no high winds,Car,2007-07-20 21:40:00
-1.477008,53.302918,1,2,30,Fine no high winds,Pedal cycle,2007-08-23 14:10:00
-1.477008,53.302918,1,2,30,Fine no high winds,Goods vehicle,2007-08-23 14:10:00
-1.421808,53.256819,1,1,30,Fine no high winds,Car,2007-09-20 22:21:00
-1.318044,53.24,7,3,60,Fine no high winds,Car,2007-09-22 15:15:00
-1.318044,53.24,7,3,60,Fine no high winds,Car,2007-09-22 15:15:00
-1.276628,53.305736,5,3,60,Fine no high winds,Car,2007-11-02 15:00:00
-1.276628,53.305736,5,3,60,Fine no high winds,Car,2007-11-02 15:00:00
-1.276628,53.305736,5,3,60,Fine no high winds,Car,2007-11-02 15:00:00
-1.666967,52.879666,2,1,70,Fine no high winds,Car,2007-01-03 00:01:00
-1.558257,52.873558,3,1,70,Fine no high winds,Car,2007-02-23 22:59:00
-1.412186,52.864205,1,2,70,Fine no high winds,Goods vehicle,2007-02-26 12:25:00
-1.412186,52.864205,1,2,70,Fine no high winds,Goods vehicle,2007-02-26 12:25:00
-1.448693,52.855211,1,2,60,Fine no high winds,Goods vehicle,2007-08-06 13:30:00
-1.483297,52.917664,1,1,30,Fine no high winds,Car,2007-08-07 13:42:00
-1.683712,52.865598,1,2,30,Fine no high winds,Goods vehicle,2007-10-03 11:50:00
-1.536618,52.770993,1,2,30,Fine no high winds,Car,2007-10-19 08:24:00
-1.536618,52.770993,1,2,30,Fine no high winds,Pedal cycle,2007-10-19 08:24:00
-1.602845,52.888189,3,3,60,Fine no high winds,Car,2007-11-21 18:25:00
-1.602845,52.888189,3,3,60,Fine no high winds,Car,2007-11-21 18:25:00
-1.602845,52.888189,3,3,60,Fine no high winds,Car,2007-11-21 18:25:00
-1.689238,52.882244,2,3,70,Fine no high winds,Goods vehicle,2007-11-29 22:03:00
-1.689238,52.882244,2,3,70,Fine no high winds,Car,2007-11-29 22:03:00
-1.689238,52.882244,2,3,70,Fine no high winds,Car,2007-11-29 22:03:00
-1.310192,53.094508,1,1,70,Fine no high winds,Goods vehicle,2007-04-02 12:33:00
-1.304597,53.089532,14,14,70,Fine no high winds,Goods vehicle,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Goods vehicle,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Goods vehicle,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Goods vehicle,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Goods vehicle,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Goods vehicle,2007-08-01 22:25:00
-1.304597,53.089532,14,14,70,Fine no high winds,Car,2007-08-01 22:25:00
-1.333389,53.12026,8,3,70,Raining no high winds,Car,2007-08-15 05:05:00
-1.333389,53.12026,8,3,70,Raining no high winds,Car,2007-08-15 05:05:00
-1.333389,53.12026,8,3,70,Raining no high winds,Car,2007-08-15 05:05:00
-1.214016,53.029098,4,3,30,Fine no high winds,Car,2007-12-17 16:15:00
-1.214016,53.029098,4,3,30,Fine no high winds,Goods vehicle,2007-12-17 16:15:00
-1.214016,53.029098,4,3,30,Fine no high winds,Car,2007-12-17 16:15:00
-0.790897,53.090725,1,2,60,Fine no high winds,Goods vehicle,2007-05-24 20:19:00
-1.199498,53.144696,1,2,30,Fine no high winds,Car,2007-09-09 21:49:00
-1.149613,53.210152,2,2,30,Fine no high winds,Car,2007-09-18 20:01:00
-1.149613,53.210152,2,2,30,Fine no high winds,Car,2007-09-18 20:01:00
-1.119162,53.117789,4,3,30,Fine no high winds,Car,2007-03-09 23:25:00
-1.119162,53.117789,4,3,30,Fine no high winds,Car,2007-03-09 23:25:00
-1.119162,53.117789,4,3,30,Fine no high winds,Car,2007-03-09 23:25:00
-0.792572,53.094878,2,1,60,Fine no high winds,Car,2007-03-29 18:45:00
-1.053162,53.285654,2,1,60,Fine no high winds,Car,2007-04-24 16:15:00
-1.122865,53.104692,1,3,30,Fine no high winds,Car,2007-07-30 22:50:00
-1.122865,53.104692,1,3,30,Fine no high winds,Goods vehicle,2007-07-30 22:50:00
-1.052489,53.404126,2,3,60,Fine no high winds,Car,2007-08-10 17:15:00
-1.052489,53.404126,2,3,60,Fine no high winds,Car,2007-08-10 17:15:00
-1.052489,53.404126,2,3,60,Fine no high winds,Car,2007-08-10 17:15:00
-0.81245,53.034666,1,2,60,Fine no high winds,Car,2007-12-01 10:10:00
-0.81245,53.034666,1,2,60,Fine no high winds,Pedal cycle,2007-12-01 10:10:00
-1.151639,52.963135,1,2,30,Fine no high winds,Car,2007-03-06 22:45:00
-1.201966,52.954854,1,3,30,Raining + high winds,Car,2007-05-28 07:40:00
-1.201966,52.954854,1,3,30,Raining + high winds,Car,2007-05-28 07:40:00
-1.192358,53.007108,2,4,30,Fine no high winds,Car,2007-08-24 12:02:00
-1.192358,53.007108,2,4,30,Fine no high winds,Car,2007-08-24 12:02:00
-1.192358,53.007108,2,4,30,Fine no high winds,Car,2007-08-24 12:02:00
-1.242512,52.960063,1,2,60,Fine no high winds,Goods vehicle,2007-08-28 09:19:00
-1.140244,52.944624,1,1,30,Fine no high winds,Goods vehicle,2007-11-10 01:25:00
-1.186199,53.001762,1,1,30,Fine no high winds,Car,2007-12-02 22:53:00
-1.204345,52.816967,2,3,60,Fine no high winds,Car,2007-01-30 08:46:00
-1.204345,52.816967,2,3,60,Fine no high winds,Car,2007-01-30 08:46:00
-1.204345,52.816967,2,3,60,Fine no high winds,Goods vehicle,2007-01-30 08:46:00
-1.200229,52.879508,2,1,60,Fine no high winds,Car,2007-04-14 19:25:00
-1.251887,52.917152,1,5,30,Fine no high winds,Car,2007-06-02 22:10:00
-1.118715,53.022677,1,2,60,Fine no high winds,Goods vehicle,2007-06-08 15:31:00
-0.963037,52.911836,1,2,60,Fine no high winds,Goods vehicle,2007-08-06 20:09:00
-0.963037,52.911836,1,2,60,Fine no high winds,Pedal cycle,2007-08-06 20:09:00
-1.021503,52.904241,2,2,60,Fine no high winds,Car,2007-08-12 14:59:00
-1.021503,52.904241,2,2,60,Fine no high winds,Car,2007-08-12 14:59:00
-1.217603,52.99568,2,1,60,Fine no high winds,Car,2007-09-13 23:45:00
-1.103456,52.996403,3,3,40,Fine no high winds,Car,2007-09-27 08:55:00
-1.103456,52.996403,3,3,40,Fine no high winds,Car,2007-09-27 08:55:00
-0.917715,52.946222,2,2,60,Fine no high winds,Goods vehicle,2007-11-17 19:08:00
-1.26162,52.965757,2,2,70,Fine no high winds,Goods vehicle,2007-10-02 14:03:00
-1.26538,53.06008,4,5,70,Fine no high winds,Goods vehicle,2007-12-12 06:20:00
-1.26538,53.06008,4,5,70,Fine no high winds,Goods vehicle,2007-12-12 06:20:00
-1.26538,53.06008,4,5,70,Fine no high winds,Car,2007-12-12 06:20:00
-1.26538,53.06008,4,5,70,Fine no high winds,Car,2007-12-12 06:20:00
-1.26538,53.06008,4,5,70,Fine no high winds,Goods vehicle,2007-12-12 06:20:00
-1.233677,53.131167,1,1,60,Fine no high winds,Car,2007-06-18 22:08:00
-1.154561,53.323811,2,3,60,Fine no high winds,Goods vehicle,2007-01-16 04:15:00
-1.154561,53.323811,2,3,60,Fine no high winds,Car,2007-01-16 04:15:00
-1.154561,53.323811,2,3,60,Fine no high winds,Goods vehicle,2007-01-16 04:15:00
-1.039615,53.354583,3,1,70,Fine no high winds,Car,2007-02-05 11:16:00
-0.980081,53.318312,1,1,50,Fine no high winds,Goods vehicle,2007-02-12 19:23:00
-1.099425,53.189917,2,2,60,Fine no high winds,Pedal cycle,2007-03-12 20:05:00
-1.099425,53.189917,2,2,60,Fine no high winds,Goods vehicle,2007-03-12 20:05:00
